Movie,Name,Review,Score
The Lady From Shanghai,Sam,"sam has floor.

Okay so, heres what I hab to say about du moobie. I was um, very excited about noir aesthetic, but I haven't seen that many movies.

A lot of stuff im into borrows but it’s a blindpot for me that I would like to fill in to scratch that itch.

havent seen orsen welles movies, including citizen kane. interested in him as an actor but dont know about his performance.

was kinda just bubblin along with this movie, but the last 30 minutes were fckin crazy.

i dont really feel super strongly, gotta give it 3 sweaty excitable brizbaayyys.",3
Naked Lunch,Sam,"please type into me next and make it hurt.

I would like to share my screen for my review though.

It's kinda unprecedented.

Sam shows image of tom waits. Or william burroughs. Or whatever. With weird music.

Aint no sin, take off yer skin, and dance around in your bones.

2 sips of mugwump worm ghichm.

i enjyoned it taint no sin to takeoffa you sin like them bamboo babies down by salsy ladies. pandabeers.
",2
Go,Sam,"
I would not like for todd to be terse with us.

Johson: Don’t make todd tierje

*makes macarana mix with beats n stuff*

*macarena club mix*

im talkin

alright so----- don’t have any hot takes I have a hot song I gotta hot dick in my pocket but im still gud so im gonna keep talkin cause its gonna drop. o shit slow the bpm down daddy aaiiiaiai

i agree with jordan in the critque and biut just tryin to be somethin wtih ryan as well cearly goin for somethin but i agree with shag bout clever or writing and fimlmaking

this conversation has highlighted that theres a lotta fun shit going on with this fiml but oh shit as we get the club mix going im gonna give this 3 crunchy herbal rave shits to give us enough pills to pay back our buddy todd t
",3
Riders of Justice,Sam,"I go.

Sam makes a noise

plays music*

ding ding ding ding*

louder ding ding ding ding*

riders on the justice

riders on the justice
ding ding ding

outside is house of barn

and the emmaler play frenchorn

shot a biker in the dome has a barn outside the home

riders on the justice*

so that's a little song i wrote about the movie that we wathced.

called riders on the justice.

despite problems that i aired the experience of watching it was super enjoyable to me, character work was srtongest suite of movie

just like emmathaler cheeze sammich you coulda eat relly good one but good fun to eata sammich you dont expect and you bite and like hm interesting good? dunno, but glad i ate it. 3 chubby salamis.
",3
Broadcast News,Sam,"do I sound better with these airpods or worse than before.

Okay im gonna turn them off then.

This is about the same.

Reif can I have the screen.

Shares with sound. Optimizes for sharing. Optimize for video clip.

Share adio.

News network I love you but your brining me down.

news network i love you but your bringing me down.

when the seriens engage, william hurt takes the stage.

newsnetwork i love you but your bringing me down.

newsnetwork your fading like jacknickholsons hairline

you dont value holly hunter or albert einstein.

know you still cover wars but you've opened the doors. the dumbfucks like tom brunneck who dont know how to write.

newsnetwork your perfect please dont change a thing

put ghaddafi on air cause he thinks hes a king.

now the newsmen collect, after earning their checks.

at the neighborhood bar where tom bruneck buys drinks.**

sets you up wth something more avante garde so 3 screwdrivers from concentrate.",3
Matinee,Sam,"shares a video

red hot chili peppers

don’t worry abou tit

lemme do this b4 big edible

sanding in th elight to se the show tonight and theres an a bomb ready to blow

tried tos ay told shery and id be there lookin at coral

stanwont stop starin at yo bones

---

waht give you pappa drikna mama venu gonna venu expra ednu masoijapapsdofkjaspodfijaposdifjasdfojapdfija aspdofjasdf wire lhigher buyer amatinee matinee mantinee now.

givin this 3 shopping cart uncles.",3
Playtime,Sam,"throws in two cents.

Hello paris my owld frined.

I come to walk through you my old friend
all these colored lights ar beeping
…
continues
…
dancefloor in flames.

Slam your doors in golden silence.

In paris streets I walked alone

modern buildings made of chrome
there are cigarettes in thes sweet lap
keep meeting all my buddies from boto camp

when my eyes were grabbed.

slam your doors in goldens ilence.

and the neighborhood drug stoor.

there wre deserrts you coul dpay for
people eating them without speaking

NICE.

i didnt think that i was lovin this movie for large protions of it. it kinda drew me in in the last half

thinking about it has givin perspective 4 crown brand entry passes to recursive nightclubs.

just clubs.

",4
Something Wild,Sam,"re-energize you with some songy dance.

From the 80s.

Talky heads song gone be tuff. Speaking faces joint.

Does that song by talking heads.

I think more than everyone here we have been expressing a general discontent without really putting very specific fingers on the flaws of this movie.

i think i felt that more than everyone else.

when ray liotta showed up and stole thes creen it was a shift in the movie and then petered out so gonna give 2 virginias for lubbers for luber tershirts.",2
Juwanna Mann,Sam,"
*shows tasteful cartoon porn with spongebob*

I don’t like this movie.

It also was a thinker.

And a STINKER!

I saw this movie as a kid. I saw it on TV on comedy central or TNT and picked it up as it came. I knew it was gonna suck.

I forgot to write a song.

ive got an idea. I'm gonna get an extension and turn in two decent assignments next week.

maybe that's why ive been dissociating and putting hentai on the screen.but

i knew this was gonna fuck this im gonna do my own song.

i knew it was gonna be bad. but i thought it would be fun. i was certain this would be fun.

it was joyless.

all you really want for this is for the lead to be really charismatic and to carry the story even if it sucks and chris tucker and orlando jones to do this thing and be in a dumb shit movie.

we didnt get that we got this instead so i gotta go with 1 computer generated kablonkablonk. also ryan thank you for the pizza.",1
So I Married An Axe Murderer,Sam,"
*burps*

I think yall were a lil hard on the mikey.

Some of the takes I was hearing were wild. And wrong.

Mike meyers schtick is old and aged poorly. When you let go to treat it like modern material it is charming.

It is good and everyone who got pissed about it like, comon this is a time capsule of the movie.

the movie is a valid breezy little flick, its not trying too hard to be anything mind blowing or subversive but ultimately it boils down to mike meyers annoying the shit out of you.

i think mike meyers has amazing chemistry by the sea and flirty for the first time with the russian sailors. there are times where this really fits the bill of a romantic comedy, exactly what you would want from it.

maybe this movie works for me and why i chose it, this shit slaps.

mike meyers is annoying, that's for real.

-6 = +36 + 40 = 76",4
